Uniq Id,Openness,Neuroticism,Conscientiousness,Agreeableness,Extroversion,Prediction
3ddb29e616f31947053b257f327969d7,2.697442496380891,0.0,5.945178779248551,0.9406844610129721,0.41669426335758697,responsible
9138476c76bcbbefadedd4862966c3d2,0.0,0.0,0.0,10.0,0.0,serious
cd1cafa706f917a627982bf47291b888,0.0,0.0,10.0,0.0,0.0,responsible
53aea69598c6c1084e4bce89f0494bc3,0.0,0.0,0.0,0.0,0.0,responsible
90f8f99d66ebc6c09fceee37aff14bc1,0.0,0.0,5.953192119685972,4.046807880314027,0.0,responsible
fb1c760fd5311dad01e950f3062a9296,0.0,0.0,7.588428499242042,2.4115715007579586,0.0,responsible
7795cdc183ab88aaffec73a5d99a1b82,5.0,0.0,5.0,0.0,0.0,responsible
e219a144eca8463f5d70fdec9426466f,0.0,0.0,10.0,0.0,0.0,responsible
c7c409fe9652e1eae9ecb05cce05426e,0.0,0.0,0.7647832604239958,8.329713359233994,0.905503380342011,serious
7f562eaaa992790efe423a197bfd0ffa,0.0,0.0,4.564708898074273,5.435291101925727,0.0,responsible
944d6339a88dabee1fb6243089bdbb16,0.0,0.0,10.0,0.0,0.0,responsible
7855c0557fa2d929ad8c3899f81f13a7,0.0,0.0,0.0,0.0,0.0,responsible
bd6a58698480b110c821ba27dc44dbe9,3.2797983977131677,0.0,6.720201602286831,0.0,0.0,responsible
a8744e6357edf39869f1fb354a09b272,0.0,0.0,3.118559137751725,4.546657842488418,2.3347830197598562,responsible
38ccd5faa4b7b3fd79e4646e402f87aa,0.0,0.0,10.0,0.0,0.0,responsible
662c1f78279ca8e9cd1b3488bde7de9a,0.0,0.0,10.0,0.0,0.0,responsible
097a87bc90706c8e5f6b51235219e97c,6.499205087440382,0.0,3.500794912559618,0.0,0.0,lively
854ced981dc8309216e4b9987d7b9caa,0.0,0.0,0.0,0.0,0.0,responsible
1d156ef70fd8aa5b9c465b49fe04217e,2.7336843973729366,0.0,7.266315602627063,0.0,0.0,responsible
b3a0c3768c66bde95729a1295052b544,0.0,0.0,10.0,0.0,0.0,responsible
e7282f0af007b3b013d542b67f8b63c5,0.0,0.0,10.0,0.0,0.0,responsible
abbd43c5b1eb2d4c7212ebf80e351ab2,0.0,0.0,10.0,0.0,0.0,responsible
d44a168427200b602bca7579c30a7a43,0.0,0.0,4.181916038751345,5.818083961248654,0.0,serious
7878eeae661639afef7e7d54dab5fe7d,0.0,0.0,0.0,0.0,0.0,responsible
514adc4475816d3fee0f3f44100299b3,0.0,0.0,0.0,10.0,0.0,serious
6b6cec50148089dbdcc54a6c03d26d5b,0.0,0.0,0.0,-10.0,0.0,responsible
2c3ae1c723864135acb986b83a24c17a,0.0,0.0,7.986522960542018,1.511852083065567,-0.5016249563924131,responsible
11e986bc56dedf18c913eaedd5cd9185,0.0,0.0,10.0,0.0,0.0,responsible
24091dfdfd971eb81a427f4c3e198cb0,0.0,0.0,0.0,0.0,0.0,responsible
57011975eb3c062443359d443eac19b3,0.0,0.0,4.778659637259678,2.8139594854015644,2.407380877338758,responsible
5137eb47414e315cf37a8e520d7311dc,0.0,0.0,8.333333333333332,1.6666666666666665,0.0,responsible
094008ab2858b60c8c35401098776258,0.0,0.0,0.0,0.0,0.0,responsible
2d5a28e40fb0edad87534c20fdd83c3a,0.0,0.0,10.0,0.0,0.0,responsible
774a0c3a65bc8ca80c3d51a6e9987d72,0.0,0.0,10.0,0.0,0.0,responsible
7615ccfa666719358daee31cd3a5dda4,0.0,0.0,10.0,0.0,0.0,responsible
eb4912f5ad387260545e6f2431ac8aa2,2.285253935752408,0.0,6.797690577691249,0.9170554865563424,0.0,responsible
7d22332f66480ca57232098db9eb4ff3,0.0,0.0,5.9552320576035065,-1.572747906394302,2.4720200360021916,responsible
04dfe0235a537737a7534559f270f6f5,0.0,0.0,4.233459539241481,5.7665404607585184,0.0,serious
31c71b8c50fbbc31a0cb50d121a42d4c,0.0,0.0,10.0,0.0,0.0,responsible
65794077a0daeb6f6483fca2e0de1a76,0.0,0.0,0.0,0.0,0.0,responsible
607db8bdef0cdcd597e6df6eb2660c35,0.0,0.0,10.0,0.0,0.0,responsible
a9eae35a00e9ef28b2f5a658950e79c5,0.0,0.0,6.420354392800816,3.5796456071991836,0.0,responsible
fe996e06c8ac15502bb8e321cca764d0,0.27026715134729684,0.0,9.26593964572154,0.4637932029311639,0.0,responsible
b8fbdbffaa1a3da13376999325aedd81,0.0,0.0,4.229388383126041,5.770611616873959,0.0,serious
b44c79fcda596e1d212a41258f940af4,0.0,0.0,0.0,0.0,0.0,responsible
6fe3b7726f21335c3d3b79cdeda5961a,2.1683444397183234,0.0,7.46679899806229,0.3648565622193866,0.0,responsible
9ea809cc45d6db0a19797915551f794d,0.0,0.0,10.0,0.0,0.0,responsible
884eaf2cbddc8e821a64128c9af1cddb,1.5275754422476584,0.0,5.65383281304197,0.0,2.8185917447103708,responsible
f7c70ada6f05ad3c94e85c2c20b15e3e,5.0,0.0,5.0,0.0,0.0,responsible
74e1ae769f8299bc1e839c9aa7df1b4a,0.0,0.0,6.705752931469861,3.29424706853014,0.0,responsible
42885a1c500938ac983c7cde14d3464f,0.0,0.0,10.0,0.0,0.0,responsible
2b2cb9680a5d83521a12ea8896465d81,0.0,0.0,0.0,10.0,0.0,serious
cc4153920516645e98d438479d8ab136,0.0,0.0,0.0,0.0,10.0,serious
777d5a07ff5a0cb8214d614687442606,0.0,0.0,0.0,0.0,0.0,responsible
4d6882f39ccb1e2f6c0d0cc99de413e0,0.0,0.0,0.0,0.0,0.0,responsible
b7a9232000abe1c8793f5f849421a197,-2.7417143778727526,0.0,7.258285622127248,0.0,0.0,responsible
bdc712ed357a5719fcd1f1f6faac529e,0.0,0.0,0.0,10.0,0.0,serious
bff13bf7d1f5a75f25ed7bb654c1efcd,0.0,0.0,10.0,0.0,0.0,responsible
c335a28d623c7ea4630c7cec1f7d07cd,0.0,0.0,6.488549618320611,-3.511450381679389,0.0,responsible
6072195a02471f01636e2d328190fdcb,0.0,0.0,10.0,0.0,0.0,responsible
f680a82416c464035640513bd50d04e0,0.0,0.0,7.074681656533212,0.0,2.925318343466789,responsible
253922601556b30b08ddede1951c886b,0.0,0.0,5.0,5.0,0.0,responsible
55b1bf79471501f71230403092510b8e,2.907971158096922,0.0,2.0088720864647325,3.0742846689736125,2.0088720864647325,responsible
a2bac12d75684cd6e29c39da4c525053,0.0,0.0,7.894748147352594,0.0,2.105251852647406,responsible
b2a70a3ad53c2b120834706723abd5ad,0.0,0.0,0.0,0.0,0.0,responsible
ea95908b1a4f6cefeeb9c1a1e604eab2,0.0,0.0,5.595616438356164,4.404383561643835,0.0,responsible
0f128aaf0be20892b4929068589bd330,0.0,0.0,10.0,0.0,0.0,responsible
3e68cf6c6a8d2378f7ac85b428a618ba,0.0,0.0,8.120820329915293,-1.8791796700847077,0.0,responsible
67c0dd38222b6a91387216dafeb91e52,2.848803689824157,0.0,5.603379936581147,1.547816373594696,0.0,responsible
9ac81769e1c966ec87b6374701d269b9,0.0,0.0,10.0,0.0,0.0,responsible
5715236b3b69bcf8f3c04f6d604bb29c,0.0,0.0,1.1351769483658867,4.9151034616128415,3.9497195900212736,serious
e0d159cc1afcafcb15c7a03fb210ba57,0.0,0.0,9.279261029858606,0.7207389701413929,0.0,responsible
6dfa0ca10f84ac2cad6aefc845d64b07,0.0,0.0,7.223418573351279,2.7765814266487214,0.0,responsible
8c1fc4e400eadc04d012a3694438a420,0.0,0.0,7.823093367389433,2.1769066326105664,0.0,responsible
75ac4e83f1491936e986c36101f21795,0.0,0.0,0.0,0.0,0.0,responsible
014f2692015dd9f5285b079b38fdfb06,2.764082978908081,0.0,2.8148598211960767,4.421057199895842,0.0,responsible
87b494c75289fc14ea950b6d5ca27087,0.0,0.0,2.802967848309975,7.197032151690024,0.0,serious
